api_path,predicted_labels,is_flagged,p_file_access,p_network_access,p_process_mgmt,p_pure_calculation,p_code_execution,text
tensorflow.python.ops.weights_broadcast_ops.assert_broadcastable,"network_access, pure_calculation",True,0.0,1.0,0.0001,1.0,0.0001,"  def _test_invalid(self, weights, values):
    error_msg = 'weights can not be broadcast to values'
    with self.assertRaisesRegex(ValueError, error_msg):
      weights_broadcast_ops.assert_broadcastable(weights=weights, values=values)
    weights_placeholder = array_ops.placeholder(dtypes_lib.float32)
    values_placeholder = array_ops.placeholder(dtypes_lib.float32)
    dynamic_op = weights_broadcast_ops.assert_broadcastable("
tensorflow.python.ops.weights_broadcast_ops.assert_broadcastable,"network_access, pure_calculation",True,0.0,1.0,0.0001,1.0,0.0001,"      weights_broadcast_ops.assert_broadcastable(weights=weights, values=values)
    weights_placeholder = array_ops.placeholder(dtypes_lib.float32)
    values_placeholder = array_ops.placeholder(dtypes_lib.float32)
    dynamic_op = weights_broadcast_ops.assert_broadcastable(
        weights=weights_placeholder, values=values_placeholder)
    with self.cached_session():
      with self.assertRaisesRegex(errors_impl.OpError, error_msg):
        dynamic_op.run(feed_dict={"
tensorflow.python.ops.weights_broadcast_ops.broadcast_weights,"network_access, pure_calculation",True,0.0,1.0,0.0,1.0,0.0,"  def _test_invalid(self, weights, values):
    error_msg = 'weights can not be broadcast to values'
    with self.assertRaisesRegex(ValueError, error_msg):
      weights_broadcast_ops.broadcast_weights(weights=weights, values=values)
    weights_placeholder = array_ops.placeholder(dtypes_lib.float32)
    values_placeholder = array_ops.placeholder(dtypes_lib.float32)
    dynamic_op = weights_broadcast_ops.broadcast_weights("
tensorflow.python.ops.state_ops.scatter_update,"network_access, pure_calculation",True,0.0,1.0,0.0,1.0,0.0,"          errors.UnimplementedError,
          ""Determinism is not yet supported in GPU implementation of Scatter ""
          ""ops""):
        self.evaluate(state_ops.scatter_update(v, indices, updates))


"
tensorflow.core.protobuf.config_pb2.ConfigProto,network_access,True,0.0,1.0,0.0,0.005,0.0004,"
  def testShardedFileName(self):
    with session.Session(
        target="""", config=config_pb2.ConfigProto(device_count={""CPU"": 2})):
      self.assertEqual(
          gen_io_ops.sharded_filename(""foo"", 4, 100).eval(),
          b""foo-00004-of-00100"")"
tensorflow.python.ops.random_ops.random_gamma,"network_access, pure_calculation",True,0.0,1.0,0.0,0.9998,0.0,"            dtypes.int32, shape=(3,)), array_ops.ones([9, 6]))
    self.assertEqual([None, None, None, 9, 6], rnd.get_shape().as_list())
    # Unknown shape.
    rnd = random_ops.random_gamma(
        array_ops.placeholder(dtypes.int32),
        array_ops.placeholder(dtypes.float32))
    self.assertIs(None, rnd.get_shape().ndims)
    rnd = random_ops.random_gamma([50], array_ops.placeholder(dtypes.float32))
    self.assertIs(None, rnd.get_shape().ndims)"
tensorflow.python.ops.array_ops.placeholder,"network_access, pure_calculation",True,0.0,1.0,0.0,0.9999,0.0,"    self.assertEqual([None, None, None, 9, 6], rnd.get_shape().as_list())
    # Unknown shape.
    rnd = random_ops.random_gamma(
        array_ops.placeholder(dtypes.int32),
        array_ops.placeholder(dtypes.float32))
    self.assertIs(None, rnd.get_shape().ndims)
    rnd = random_ops.random_gamma([50], array_ops.placeholder(dtypes.float32))"
tensorflow.python.ops.random_ops.random_gamma,"network_access, pure_calculation",True,0.0,1.0,0.0,1.0,0.0,"                                  ""overflow""):
        rate = constant_op.constant(1.0, shape=(4, 4, 4, 4, 4))
        self.evaluate(
            random_ops.random_gamma(
                shape=[46902, 51188, 34063, 59195], alpha=rate))

if __name__ == ""__main__"":
  test.main()"
tensorflow.python.ops.state_ops.scatter_nd_sub,"network_access, pure_calculation",True,0.0,1.0,0.0,1.0,0.0,"      indices = constant_op.constant([[4], [3], [1], [7]], dtype=dtypes.int32)
      updates = constant_op.constant([9, 10, 11, 12], dtype=dtypes.float32)
      expected = np.array([1, -9, 3, -6, -4, 6, 7, -4])
      state_ops.scatter_nd_sub(v, indices, updates)
      self.assertAllClose(expected, v.numpy())

  def testScatterUpdateCast(self):"
tensorflow.python.data.experimental.ops.random_access.at,"network_access, pure_calculation",True,0.0,1.0,0.0,1.0,0.0,"  def testInvalidIndex(self, index):
    dataset = dataset_ops.Dataset.range(10).skip(8)
    with self.assertRaises(errors.OutOfRangeError):
      self.evaluate(random_access.at(dataset, index=index))

  @combinations.generate(
      combinations.times(test_base.default_test_combinations(),"
tensorflow.python.data.experimental.ops.random_access.at,"network_access, pure_calculation",True,0.0,1.0,0.0,1.0,0.0,"  def testEmptyDataset(self, index):
    dataset = dataset_ops.Dataset.from_tensor_slices([]).skip(8)
    with self.assertRaises(errors.OutOfRangeError):
      self.evaluate(random_access.at(dataset, index=index))

  @combinations.generate(
      combinations.times(test_base.default_test_combinations()))"
tensorflow.python.data.experimental.ops.random_access.at,"network_access, pure_calculation",True,0.0,1.0,0.0,1.0,0.0,"  def testBasic(self):
    dataset = dataset_ops.Dataset.range(11).skip(3)
    for i in range(8):
      self.assertEqual(self.evaluate(random_access.at(dataset, index=i)), i + 3)

  @combinations.generate(
      combinations.times(test_base.default_test_combinations(),"
tensorflow.python.data.experimental.ops.random_access.at,"network_access, pure_calculation",True,0.0,1.0,0.0,1.0,0.0001,"  def testNegativeSkip(self, skip):
    dataset = dataset_ops.Dataset.range(11).skip(skip)
    with self.assertRaises(errors.OutOfRangeError):
      self.evaluate(random_access.at(dataset, index=0))

  @combinations.generate(
      combinations.times(test_base.default_test_combinations(),"
tensorflow.python.data.experimental.ops.random_access.at,"network_access, pure_calculation",True,0.0,1.0,0.0,1.0,0.0,"    dataset = dataset_ops.Dataset.range(elements).skip(skip)
    for i in range(self.evaluate(dataset.cardinality())):
      self.assertEqual(
          self.evaluate(random_access.at(dataset, index=i)), i + skip)


class SkipGlobalShuffleTest(test_base.DatasetTestBase, parameterized.TestCase):"
tensorflow.python.ops.functional_ops.remote_call,network_access,True,0.0,1.0,0.0001,0.0002,0.0003,"
    with ops.device(device0):
      target_placeholder = array_ops.placeholder(dtypes.string, shape=[])
      remote_op = functional_ops.remote_call(
          args=[iterator_3_handle],
          Tout=[dtypes.int32],
          f=_remote_fn,
          target=target_placeholder)

    with session.Session(target) as sess:
      elem = sess.run(remote_op, feed_dict={target_placeholder: device1})"
tensorflow.python.data.experimental.ops.random_access.at,"network_access, pure_calculation",True,0.0,1.0,0.0,1.0,0.0,"    dataset = dataset_ops.Dataset.zip(
        (dataset_ops.Dataset.range(1, 4), dataset_ops.Dataset.range(4, 7)))
    with self.assertRaises(errors.OutOfRangeError):
      self.evaluate(random_access.at(dataset, index=index))

  @combinations.generate(
      combinations.times(test_base.default_test_combinations(),"
tensorflow.python.data.experimental.ops.random_access.at,"network_access, pure_calculation",True,0.0,1.0,0.0,1.0,0.0001,"        datasets=(dataset_ops.Dataset.from_tensor_slices([]),
                  dataset_ops.Dataset.from_tensor_slices([])))
    with self.assertRaises(errors.OutOfRangeError):
      self.evaluate(random_access.at(dataset, index=index))

  @combinations.generate(
      combinations.times(test_base.default_test_combinations()))"
tensorflow.python.data.experimental.ops.random_access.at,"network_access, pure_calculation",True,0.0,1.0,0.0,1.0,0.0001,"    expected_dataset = [(1, 4), (2, 5), (3, 6)]
    for i in range(3):
      self.assertEqual(
          self.evaluate(random_access.at(dataset, index=i)), expected_dataset[i]
      )

  @combinations.generate("
tensorflow.python.data.experimental.ops.random_access.at,"network_access, pure_calculation",True,0.0,1.0,0.0,1.0,0.0,"    ]
    dataset = _dataset_factory(components)
    for i in range(4):
      results = self.evaluate(random_access.at(dataset, index=i))
      for component, result_component in zip(components, results):
        self.assertAllEqual(component[i], result_component)
    with self.assertRaises(errors.OutOfRangeError):"
tensorflow.python.data.experimental.ops.random_access.at,"network_access, pure_calculation",True,0.0,1.0,0.0,1.0,0.0,"      for component, result_component in zip(components, results):
        self.assertAllEqual(component[i], result_component)
    with self.assertRaises(errors.OutOfRangeError):
      self.evaluate(random_access.at(dataset, index=4))

  @combinations.generate(test_base.default_test_combinations())
  def testZipUnequal(self):"
tensorflow.python.data.experimental.ops.random_access.at,"network_access, pure_calculation",True,0.0,1.0,0.0,1.0,0.0,"    components = [[1, 2, 3, 4], [1, 2, 3, 4, 5], [1.0, 2.0]]
    dataset = _dataset_factory(components)
    for i in range(2):
      results = self.evaluate(random_access.at(dataset, index=i))
      for component, result_component in zip(components, results):
        self.assertAllEqual(component[i], result_component)
    with self.assertRaises(errors.OutOfRangeError):"
tensorflow.python.data.experimental.ops.random_access.at,"network_access, pure_calculation",True,0.0,1.0,0.0,1.0,0.0,"      for component, result_component in zip(components, results):
        self.assertAllEqual(component[i], result_component)
    with self.assertRaises(errors.OutOfRangeError):
      self.evaluate(random_access.at(dataset, index=2))

  @combinations.generate(test_base.default_test_combinations())
  def testNested(self):"
tensorflow.python.data.experimental.ops.random_access.at,"network_access, pure_calculation",True,0.0,1.0,0.0,1.0,0.0,"    dataset = dataset_ops.Dataset.zip((datasets[0], (datasets[1], datasets[2])))
    for i in range(4):
      result1, (result2,
                result3) = self.evaluate(random_access.at(dataset, index=i))
      self.assertAllEqual(components[0][i], result1)
      self.assertAllEqual(components[1][i], result2)
      self.assertAllEqual(components[2][i], result3)"
tensorflow.python.data.experimental.ops.random_access.at,"network_access, pure_calculation",True,0.0,1.0,0.0,1.0,0.0,"      self.assertAllEqual(components[1][i], result2)
      self.assertAllEqual(components[2][i], result3)
    with self.assertRaises(errors.OutOfRangeError):
      self.evaluate(random_access.at(dataset, index=4))

  @combinations.generate(test_base.default_test_combinations())
  def testNestedWithoutTuple(self):"
tensorflow.python.data.experimental.ops.random_access.at,"network_access, pure_calculation",True,0.0,1.0,0.0,1.0,0.0001,"    dataset = dataset_ops.Dataset.zip(datasets[0], (datasets[1], datasets[2]))
    for i in range(4):
      result1, (result2, result3) = self.evaluate(
          random_access.at(dataset, index=i)
      )
      self.assertAllEqual(components[0][i], result1)
      self.assertAllEqual(components[1][i], result2)"
tensorflow.python.data.experimental.ops.random_access.at,"network_access, pure_calculation",True,0.0,1.0,0.0,1.0,0.0,"      self.assertAllEqual(components[1][i], result2)
      self.assertAllEqual(components[2][i], result3)
    with self.assertRaises(errors.OutOfRangeError):
      self.evaluate(random_access.at(dataset, index=4))

  @combinations.generate(test_base.default_test_combinations())
  def testNamedTuple(self):"
tensorflow.python.data.experimental.ops.random_access.at,"network_access, pure_calculation",True,0.0,1.0,0.0,1.0,0.0,"    expected = [Foo(x=0, y=3), Foo(x=1, y=4), Foo(x=2, y=5)]
    for i in range(3):
      self.assertAllEqual(
          self.evaluate(random_access.at(dataset, index=i)), expected[i])
    with self.assertRaises(errors.OutOfRangeError):
      self.evaluate(random_access.at(dataset, index=4))
"
tensorflow.python.data.experimental.ops.random_access.at,"network_access, pure_calculation",True,0.0,1.0,0.0,1.0,0.0,"      self.assertAllEqual(
          self.evaluate(random_access.at(dataset, index=i)), expected[i])
    with self.assertRaises(errors.OutOfRangeError):
      self.evaluate(random_access.at(dataset, index=4))

  @combinations.generate(test_base.default_test_combinations())
  def testAttrs(self):"
tensorflow.python.data.experimental.ops.random_access.at,"network_access, pure_calculation",True,0.0,1.0,0.0,1.0,0.0,"      self.assertAllEqual(
          self.evaluate(random_access.at(dataset, index=i)), expected[i])
    with self.assertRaises(errors.OutOfRangeError):
      self.evaluate(random_access.at(dataset, index=4))


class ZipGlobalShuffleTest(test_base.DatasetTestBase, parameterized.TestCase):"
tensorflow.python.data.experimental.ops.random_access.at,"network_access, pure_calculation",True,0.0,1.0,0.0,1.0,0.0,"  def testInvalidIndex(self, index):
    dataset = dataset_ops.Dataset.range(10).prefetch(buffer_size=5)
    with self.assertRaises(errors.OutOfRangeError):
      self.evaluate(random_access.at(dataset, index=index))

  @combinations.generate(
      combinations.times(test_base.default_test_combinations(),"
tensorflow.python.data.experimental.ops.random_access.at,"network_access, pure_calculation",True,0.0,1.0,0.0,1.0,0.0,"    expected_output = np.arange(elements)
    for i in range(len_dataset):
      self.assertEqual(
          self.evaluate(random_access.at(dataset, index=i)), expected_output[i])
    with self.assertRaises(errors.OutOfRangeError):
      self.evaluate(random_access.at(dataset, index=len_dataset))
"
tensorflow.python.data.experimental.ops.random_access.at,"network_access, pure_calculation",True,0.0,1.0,0.0,1.0,0.0,"      self.assertEqual(
          self.evaluate(random_access.at(dataset, index=i)), expected_output[i])
    with self.assertRaises(errors.OutOfRangeError):
      self.evaluate(random_access.at(dataset, index=len_dataset))


if __name__ == ""__main__"":"
tensorflow.python.data.experimental.ops.prefetching_ops.prefetch_to_device,"network_access, pure_calculation",True,0.0,1.0,0.0,0.995,0.0001,"  @test_util.run_gpu_only
  def testIteratorOnDeviceEagerMode(self):
    dataset = dataset_ops.Dataset.range(10)
    dataset = dataset.apply(prefetching_ops.prefetch_to_device(""/gpu:0""))
    iterator = iter(dataset)
    data = next(iterator)
    optional_data = iterator.get_next_as_optional()"
tensorflow.python.data.experimental.ops.random_access.at,"network_access, pure_calculation",True,0.0,1.0,0.0,1.0,0.0,"  def testInvalidIndex(self, index):
    dataset = dataset_ops.Dataset.range(2)
    with self.assertRaises(errors.OutOfRangeError):
      self.evaluate(random_access.at(dataset, index=index))

  @combinations.generate(
      combinations.times(test_base.default_test_combinations(),"
tensorflow.python.data.experimental.ops.random_access.at,"network_access, pure_calculation",True,0.0,1.0,0.0,1.0,0.0,"  def testEmptyDataset(self, index):
    dataset = dataset_ops.Dataset.range(0)
    with self.assertRaises(errors.OutOfRangeError):
      self.evaluate(random_access.at(dataset, index=index))

  @combinations.generate(
      combinations.times(test_base.default_test_combinations()))"
