api_path,predicted_labels,is_flagged,p_file_access,p_network_access,p_process_mgmt,p_pure_calculation,p_code_execution,text
tensorflow.python.framework.test_util.run_v1_only,code_execution,True,0.0,0.0,0.0,0.0003,1.0,"      with self.assertRaises(errors.InvalidArgumentError):
        linalg_ops.matrix_triangular_solve(lhs, rhs)

  @test_util.run_v1_only(""Different error types"")
  @test_util.disable_mlir_bridge(""Error handling"")
  def testWrongDimensionsV1(self):
    randn = np.random.RandomState(0).randn"
tensorflow.python.framework.test_util.run_all_without_tensor_float_32,code_execution,True,0.0,0.0,0.0,0.0001,1.0,"from tensorflow.python.platform import test


@test_util.run_all_without_tensor_float_32(
    ""XLA QR op calls matmul. Also, matmul used for verification. Also with ""
    'TensorFloat-32, mysterious ""Unable to launch cuBLAS gemm"" error '
    ""occasionally occurs"")
# TODO(b/165435566): Fix ""Unable to launch cuBLAS gemm"" error
class QrOpTest(xla_test.XLATestCase, parameterized.TestCase):
"
tensorflow.python.framework.test_util.run_without_tensor_float_32,code_execution,True,0.0,0.0,0.0,0.0001,1.0,"      self.evaluate(variables.global_variables_initializer())
      return self.evaluate([m, c])

  @test_util.run_without_tensor_float_32('TF32 capable devices fail the test'
                                         ' due to reduced matmul precision')
  def testLSTMCell(self):
    # Run with all-0 weights, no padding.
    m, c = self._RunLSTMCell('zeros', init_ops.zeros_initializer(), 0., 0., 0.)"
tensorflow.python.framework.test_util.run_without_tensor_float_32,code_execution,True,0.0,0.0,0.0,0.0001,1.0,"      self.evaluate(variables.global_variables_initializer())
      return self.evaluate(out_seq)

  @test_util.run_without_tensor_float_32('TF32 capable devices fail the test'
                                         ' due to reduced matmul precision')
  def testLSTMLayer(self):
    # Run with all-0 weights, no padding.
    o = self._RunLSTMLayer('zeros', init_ops.zeros_initializer(), 0., 0., 0.)"
tensorflow.compiler.tests.xla_test.test.is_built_with_rocm,code_execution,True,0.0,0.0003,0.0,0.005,1.0,"      equality_fn(result, expected)

  def testAdd(self):
    if xla_test.test.is_built_with_rocm():
      self.skipTest('Broken with rocm')
    for dtype in self.numeric_types:
      self._assertOpOutputMatchesExpected("
tensorflow.compiler.tf2xla.python.xla.dot_general,"pure_calculation, code_execution",True,0.0,0.0,0.0,0.9999,1.0,"        if precision:
          precision_config = xla_data_pb2.PrecisionConfig()
          precision_config.operand_precision.extend([precision, precision])
        return xla.dot_general(
            lhs, rhs, dimension_numbers=dnums, precision_config=precision_config
        )

      lhs = np.array(
          ["
tensorflow.compiler.tf2xla.python.xla.dot_general,"pure_calculation, code_execution",True,0.0,0.0,0.0,1.0,1.0,"      dnums.rhs_contracting_dimensions.append(1)
      dnums.lhs_batch_dimensions.append(0)
      dnums.rhs_batch_dimensions.append(0)
      return xla.dot_general(
          lhs, rhs, dimension_numbers=dnums, preferred_element_type=np.int32
      )

    lhs = np.array(
        ["
tensorflow.compiler.tf2xla.python.xla.pad,code_execution,True,0.0001,0.0,0.0,0.0028,1.0,"    for dtype in self.numeric_types:

      def pad_fn(x):
        return xla.pad(
            x,
            padding_value=7,
            padding_low=[2, 1],
            padding_high=[1, 2],
            padding_interior=[1, 0],
        )

      self._assertOpOutputMatchesExpected(
          pad_fn,"
tensorflow.compiler.tf2xla.python.xla.pad,code_execution,True,0.0001,0.0,0.0,0.0028,1.0,"    for dtype in self.numeric_types:

      def pad_fn(x):
        return xla.pad(
            x,
            padding_value=7,
            padding_low=[0, -1],
            padding_high=[1, -2],
            padding_interior=[1, 2],
        )

      self._assertOpOutputMatchesExpected(
          pad_fn,"
tensorflow.compiler.tf2xla.python.xla.dynamic_slice,"pure_calculation, code_execution",True,0.0,0.0,0.0,0.9998,1.0,"  def testDynamicSliceWithIncorrectStartIndicesShape(self):
    with self.session() as session:
      with self.test_scope():
        output = xla.dynamic_slice(
            np.arange(1000, dtype=np.int32).reshape([10, 10, 10]),
            np.array([5, 7]),
            np.array([2, 3, 4]),
        )
      with self.assertRaises(errors.InvalidArgumentError) as invalid_arg_error:
        session.run(output)
      self.assertRegex("
tensorflow.compiler.tf2xla.python.xla.dynamic_slice,"pure_calculation, code_execution",True,0.0,0.0,0.0,0.9998,1.0,"  def testDynamicSliceWithIncorrectSizeIndicesShape(self):
    with self.session() as session:
      with self.test_scope():
        output = xla.dynamic_slice(
            np.arange(1000, dtype=np.int32).reshape([10, 10, 10]),
            np.array([5, 7, 3]),
            np.array([2, 3]),
        )
      with self.assertRaises(errors.InvalidArgumentError) as invalid_arg_error:
        session.run(output)
      self.assertRegex("
tensorflow.compiler.tf2xla.python.xla.reduce_precision,code_execution,True,0.0,0.0,0.0,0.0062,1.0,"    exponent_bits = 4
    mantissa_bits = 2
    self._assertOpOutputMatchesExpected(
        lambda x: xla.reduce_precision(x, exponent_bits, mantissa_bits),
        args=(arg,),
        expected=expected,
        equality_fn=self.assertAllEqual,"
tensorflow.compiler.tf2xla.python.xla.reduce_precision,code_execution,True,0.0,0.0,0.0,0.0063,1.0,"    exponent_bits = 2**33
    mantissa_bits = 2**33
    self._assertOpOutputMatchesExpected(
        lambda x: xla.reduce_precision(x, exponent_bits, mantissa_bits),
        args=(arg,),
        expected=expected,
        equality_fn=self.assertAllEqual,"
tensorflow.compiler.tf2xla.python.xla.dot_general,"pure_calculation, code_execution",True,0.0,0.0,0.0,0.9998,1.0,"    dim_nums.lhs_batch_dimensions.append(3)
    dim_nums.rhs_batch_dimensions.append(0)

    c = xla.dot_general(a, b, dim_nums)
    self.assertEqual(c.shape, tensor_shape.TensorShape([4, 1, 3, 5, 6]))

  def testDotDifferentNumberOfContractingDimensions(self):"
tensorflow.compiler.tf2xla.python.xla.dot_general,"pure_calculation, code_execution",True,0.0,0.0,0.0,1.0,1.0,"        'Must specify the same number of contracting '
        'dimensions for lhs and rhs. Got: 1 and 2',
    ):
      xla.dot_general(a, b, dim_nums)

  def testDotDifferentContractingDimensionsSizes(self):
    a = array_ops.placeholder(np.float32, shape=(2, 2, 2, 2))"
tensorflow.compiler.tf2xla.python.xla.dot_general,"pure_calculation, code_execution",True,0.0,0.0,0.0,1.0,1.0,"    with self.assertRaisesRegex(
        ValueError, 'Dimensions must be equal, but are 2 and 4'
    ):
      xla.dot_general(a, b, dim_nums)

  def testDotDifferentNumberOfBatchDimensions(self):
    a = array_ops.placeholder(np.float32, shape=(4, 4, 4, 4))"
tensorflow.compiler.tf2xla.python.xla.dot_general,"pure_calculation, code_execution",True,0.0,0.0,0.0,1.0,1.0,"        'Must specify the same number of batch '
        'dimensions for lhs and rhs. Got: 1 and 2',
    ):
      xla.dot_general(a, b, dim_nums)

  def testDotDifferentBatchDimensionsSizes(self):
    a = array_ops.placeholder(np.float32, shape=(2, 2, 2, 2))"
tensorflow.compiler.tf2xla.python.xla.dot_general,"pure_calculation, code_execution",True,0.0,0.0,0.0,1.0,1.0,"    with self.assertRaisesRegex(
        ValueError, 'Dimensions must be equal, but are 2 and 4'
    ):
      xla.dot_general(a, b, dim_nums)

  def testDotUnknownNonContractingDimension(self):
    a = array_ops.placeholder(np.float32, shape=(None, 16))"
tensorflow.compiler.tf2xla.python.xla.dot_general,"pure_calculation, code_execution",True,0.0,0.0,0.0,0.9998,1.0,"    dim_nums.lhs_contracting_dimensions.append(1)
    dim_nums.rhs_contracting_dimensions.append(0)

    c = xla.dot_general(a, b, dim_nums)
    self.assertEqual(c.shape.as_list(), [None, 2])

  def testDotUnknownContractingDimension(self):"
tensorflow.compiler.tf2xla.python.xla.dot_general,"pure_calculation, code_execution",True,0.0,0.0,0.0,0.9998,1.0,"    dim_nums.lhs_contracting_dimensions.append(1)
    dim_nums.rhs_contracting_dimensions.append(0)

    c = xla.dot_general(a, b, dim_nums)
    self.assertEqual(c.shape.as_list(), [3, 2])

  def testDotUnknownAndKnownContractingDimension(self):"
tensorflow.compiler.tf2xla.python.xla.dot_general,"pure_calculation, code_execution",True,0.0,0.0,0.0,0.9998,1.0,"    dim_nums.lhs_contracting_dimensions.append(1)
    dim_nums.rhs_contracting_dimensions.append(0)

    c = xla.dot_general(a, b, dim_nums)
    self.assertEqual(c.shape.as_list(), [3, 2])

  def testDotUnknownBatchDimension(self):"
tensorflow.compiler.tf2xla.python.xla.dot_general,"pure_calculation, code_execution",True,0.0,0.0,0.0,0.9998,1.0,"    dim_nums.lhs_batch_dimensions.append(0)
    dim_nums.rhs_batch_dimensions.append(0)

    c = xla.dot_general(a, b, dim_nums)
    self.assertEqual(c.shape.as_list(), [None, 3])

  def testDotUnknownAndKnownBatchDimension(self):"
tensorflow.compiler.tf2xla.python.xla.dot_general,"pure_calculation, code_execution",True,0.0,0.0,0.0,0.9998,1.0,"    dim_nums.lhs_batch_dimensions.append(0)
    dim_nums.rhs_batch_dimensions.append(0)

    c = xla.dot_general(a, b, dim_nums)
    self.assertEqual(c.shape.as_list(), [2, 3])

  def testDynamicSlice(self):"
tensorflow.compiler.tf2xla.python.xla.pad,code_execution,True,0.0,0.0,0.0,0.0014,1.0,"    self.assertEqual(c.shape.as_list(), [None, 9])

    # 0-sized input dimension and interior padding
    c = xla.pad(
        array_ops.placeholder(np.float32, shape=(2, 0)),
        padding_value=7,
        padding_low=[2, 1],
        padding_high=[1, 1],
        padding_interior=[1, 2],
    )

    self.assertEqual(c.shape, tensor_shape.TensorShape([6, 2]))
"
tensorflow.compiler.tf2xla.python.xla.pad,code_execution,True,0.0001,0.0,0.0,0.004,1.0,"    with self.assertRaisesRegex(
        ValueError, 'padding_value input must be scalar, found rank 1 '
    ):
      xla.pad(
          a,
          padding_value=[0, 1],
          padding_low=[0, 0],
          padding_high=[0, 0],
          padding_interior=[0, 0],
      )

    with self.assertRaisesRegex(
        ValueError, 'padding_low must be a 1D tensor of size 2 '"
tensorflow.compiler.tf2xla.python.xla.pad,code_execution,True,0.0001,0.0,0.0,0.0033,1.0,"    with self.assertRaisesRegex(
        ValueError, 'padding_low must be a 1D tensor of size 2 '
    ):
      xla.pad(
          a,
          padding_value=7,
          padding_low=[0, 0, 0],
          padding_high=[0, 0],
          padding_interior=[0, 0],
      )

    with self.assertRaisesRegex(
        ValueError, 'padding_high must be a 1D tensor of size 2 '"
tensorflow.compiler.tf2xla.python.xla.pad,code_execution,True,0.0001,0.0,0.0,0.0035,1.0,"    with self.assertRaisesRegex(
        ValueError, 'padding_high must be a 1D tensor of size 2 '
    ):
      xla.pad(
          a,
          padding_value=7,
          padding_low=[0, 0],
          padding_high=[0, 0, 0],
          padding_interior=[0, 0],
      )

    with self.assertRaisesRegex(
        ValueError, 'padding_interior must be a 1D tensor of size 2 '"
tensorflow.compiler.tf2xla.python.xla.pad,code_execution,True,0.0001,0.0,0.0,0.0035,1.0,"    with self.assertRaisesRegex(
        ValueError, 'padding_interior must be a 1D tensor of size 2 '
    ):
      xla.pad(
          a,
          padding_value=7,
          padding_low=[0, 0],
          padding_high=[0, 0],
          padding_interior=[0],
      )

    with self.assertRaisesRegex(
        ValueError,"
tensorflow.compiler.tf2xla.python.xla.pad,code_execution,True,0.0,0.0,0.0,0.0043,1.0,"        ValueError,
        'padding_interior must contain only non-negative values, found -2 ',
    ):
      xla.pad(
          a,
          padding_value=7,
          padding_low=[0, 0],
          padding_high=[0, 0],
          padding_interior=[-2, 0],
      )

    with self.assertRaisesRegex(
        ValueError, 'resulting padded dimension has negative size -1 '"
tensorflow.compiler.tf2xla.python.xla.pad,code_execution,True,0.0001,0.0,0.0,0.0039,1.0,"    with self.assertRaisesRegex(
        ValueError, 'resulting padded dimension has negative size -1 '
    ):
      xla.pad(
          a,
          padding_value=7,
          padding_low=[-3, 0],
          padding_high=[0, 0],
          padding_interior=[0, 0],
      )

  def testVariadicReduceV2SingleArg(self):
    @def_function.function"
tensorflow.compiler.tf2xla.python.xla.gather,"pure_calculation, code_execution",True,0.0,0.0001,0.0,0.9999,1.0,"        index_vector_dim=1,
    )

    res = xla.gather(operand, start_indices, dimension_numbers, slice_sizes)
    self.assertEqual(res.shape, tensor_shape.TensorShape([1, 3]))

  def testGatherShapeInferenceDynamicSlice(self):"
tensorflow.compiler.tf2xla.python.xla.gather,"pure_calculation, code_execution",True,0.0,0.0001,0.0,0.9999,1.0,"        index_vector_dim=2,
    )

    res = xla.gather(operand, start_indices, dimension_numbers, slice_sizes)
    self.assertEqual(res.shape, tensor_shape.TensorShape([3, None, 2, 2]))

  def testGatherShapeInferenceDynamicInput(self):"
tensorflow.compiler.tf2xla.python.xla.gather,"pure_calculation, code_execution",True,0.0,0.0,0.0,0.9998,1.0,"    slice_sizes = np.array([1, 3], np.int32)
    dimension_numbers = xla_data_pb2.GatherDimensionNumbers()

    res = xla.gather(operand, start_indices, dimension_numbers, slice_sizes)
    self.assertEqual(res.shape, tensor_shape.unknown_shape())

  def testGatherShapeInferenceUnknownSliceSizes(self):"
tensorflow.compiler.tests.test_utils.ConvertBetweenDataFormats,code_execution,True,0.0,0.0,0.0,0.0002,1.0,"    dilations = [1] + dilations + [1]

    # Convert between data formats.
    expected = test_utils.ConvertBetweenDataFormats(
        expected, data_format_src, data_format_dst
    )
    x1 = test_utils.ConvertBetweenDataFormats(
        x1, data_format_src, data_format_dst
    )"
tensorflow.compiler.tests.test_utils.ConvertBetweenDataFormats,code_execution,True,0.0,0.0,0.0,0.0003,1.0,"    expected = test_utils.ConvertBetweenDataFormats(
        expected, data_format_src, data_format_dst
    )
    x1 = test_utils.ConvertBetweenDataFormats(
        x1, data_format_src, data_format_dst
    )
    input_sizes = test_utils.PermuteDimsBetweenDataFormats(
        input_sizes, data_format_src, data_format_dst
    )"
tensorflow.compiler.tf2xla.python.xla.custom_call_v2,"pure_calculation, code_execution",True,0.0002,0.0,0.0,0.9634,1.0,"    with ops.device('device:{}:0'.format(self.device)):

      def f(x, y):
        return xla.custom_call_v2(
            'my_call',
            (x, y),
            (
                tensor_spec.TensorSpec((2, 3), dtypes.int32),
                tensor_spec.TensorSpec((5,), dtypes.float32),
            ),
            has_side_effect=True,
            backend_config='my_backend_config',
        )

      compiled_f = def_function.function(f, jit_compile=True)
"
tensorflow.compiler.tests.test_utils.ConvertBetweenDataFormats,code_execution,True,0.0,0.0,0.0,0.0003,1.0,"
    with self.session() as sess, self.test_scope():
      # To avoid constant folding
      x_val_converted = test_utils.ConvertBetweenDataFormats(
          x_val, data_format_src, data_format)
      y_ref_converted = test_utils.ConvertBetweenDataFormats(
          y_ref, data_format_src, data_format)
"
tensorflow.compiler.tests.test_utils.ConvertBetweenDataFormats,code_execution,True,0.0,0.0,0.0,0.0003,1.0,"      # To avoid constant folding
      x_val_converted = test_utils.ConvertBetweenDataFormats(
          x_val, data_format_src, data_format)
      y_ref_converted = test_utils.ConvertBetweenDataFormats(
          y_ref, data_format_src, data_format)

      t_val = array_ops.placeholder(
          np.float32, shape=x_val_converted.shape, name=""x"")"
tensorflow.compiler.tests.test_utils.ConvertBetweenDataFormats,code_execution,True,0.0,0.0,0.0,0.0003,1.0,"        x_val, grad_val, scale_val, mean_val, var_val, epsilon, data_format_src)

    with self.session() as sess, self.test_scope():
      grad_val_converted = test_utils.ConvertBetweenDataFormats(
          grad_val, data_format_src, data_format)
      x_val_converted = test_utils.ConvertBetweenDataFormats(
          x_val, data_format_src, data_format)
      grad_x_ref_converted = test_utils.ConvertBetweenDataFormats("
tensorflow.compiler.tests.test_utils.ConvertBetweenDataFormats,code_execution,True,0.0,0.0,0.0,0.0003,1.0,"    with self.session() as sess, self.test_scope():
      grad_val_converted = test_utils.ConvertBetweenDataFormats(
          grad_val, data_format_src, data_format)
      x_val_converted = test_utils.ConvertBetweenDataFormats(
          x_val, data_format_src, data_format)
      grad_x_ref_converted = test_utils.ConvertBetweenDataFormats(
          grad_x_ref, data_format_src, data_format)
"
tensorflow.compiler.tests.test_utils.ConvertBetweenDataFormats,code_execution,True,0.0,0.0,0.0,0.0004,1.0,"          grad_val, data_format_src, data_format)
      x_val_converted = test_utils.ConvertBetweenDataFormats(
          x_val, data_format_src, data_format)
      grad_x_ref_converted = test_utils.ConvertBetweenDataFormats(
          grad_x_ref, data_format_src, data_format)

      grad = array_ops.placeholder(
          np.float32, shape=x_val_converted.shape, name=""grad"")"
tensorflow.compiler.tests.test_utils.ConvertBetweenDataFormats,code_execution,True,0.0,0.0,0.0,0.0004,1.0,"    data_format_src = ""NHWC""

    with self.session() as sess, self.test_scope():
      grad_val_converted = test_utils.ConvertBetweenDataFormats(
          grad_val, data_format_src, data_format)
      x_val_converted = test_utils.ConvertBetweenDataFormats(
          x_val, data_format_src, data_format)
"
tensorflow.compiler.tests.test_utils.ConvertBetweenDataFormats,code_execution,True,0.0,0.0,0.0,0.0003,1.0,"    with self.session() as sess, self.test_scope():
      grad_val_converted = test_utils.ConvertBetweenDataFormats(
          grad_val, data_format_src, data_format)
      x_val_converted = test_utils.ConvertBetweenDataFormats(
          x_val, data_format_src, data_format)

      grad = array_ops.placeholder(
          np.float32, shape=x_val_converted.shape, name=""grad"")"
tensorflow.python.ops.gen_training_ops.resource_apply_ftrl_v2,code_execution,True,0.0,0.0,0.0,0.0003,1.0,"        session.run(v_linear.create)
        assert not (use_v2 and multiply_linear_by_lr)
        if use_v2:
          session.run(gen_training_ops.resource_apply_ftrl_v2(
              v_var.handle, v_accum.handle, v_linear.handle,
              grad, lr, l1, l2, l2_shrinkage, lr_power,
              multiply_linear_by_lr=multiply_linear_by_lr))
        else:
          session.run(gen_training_ops.resource_apply_ftrl(
              v_var.handle, v_accum.handle, v_linear.handle,"
tensorflow.python.ops.gen_training_ops.resource_apply_ftrl,code_execution,True,0.0,0.0,0.0,0.0001,1.0,"              grad, lr, l1, l2, l2_shrinkage, lr_power,
              multiply_linear_by_lr=multiply_linear_by_lr))
        else:
          session.run(gen_training_ops.resource_apply_ftrl(
              v_var.handle, v_accum.handle, v_linear.handle,
              grad, lr, l1, l2, lr_power,
              multiply_linear_by_lr=multiply_linear_by_lr))
        return (v_var.read_value().eval().reshape(var.shape),
                v_accum.read_value().eval().reshape(accum.shape),
                v_linear.read_value().eval().reshape(linear.shape))"
tensorflow.compiler.tf2xla.python.xla.call_module,code_execution,True,0.0,0.0,0.0,0.0002,1.0,"  }
}
"""""")
      return xla.call_module(
          [x],
          version=8,  # Version 8 uses only one prefix token
          module=module,
          Tout=[x.dtype],
          Sout=[x.shape],
          has_token_input_output=True,  # Version 8 cares about this
          platforms=[self.testing_platform()],
      )

    self._assertOpOutputMatchesExpected(f, (x,), (np.sin(np.cos(x)),))
"
tensorflow.compiler.tf2xla.python.xla.call_module,code_execution,True,0.0,0.0,0.0,0.0002,1.0,"  }
}
"""""")
      return xla.call_module(
          [x],
          version=version,
          module=module,
          Tout=[x.dtype],
          Sout=[x.shape],
          platforms=[self.testing_platform()],
      )

    self._assertOpOutputMatchesExpected(f, (x,), (np.sin(np.cos(x)),))
"
tensorflow.compiler.tf2xla.python.xla.call_module,code_execution,True,0.0,0.0,0.0,0.0005,1.0,"  }
}
"""""")
      return xla.call_module(
          [np.int32(0), x],
          version=version,
          module=module,
          Tout=[x.dtype],
          Sout=[x.shape],
          platforms=[self.testing_platform()],
      )

    self._assertOpOutputMatchesExpected(f, (x,), (np.sin(np.cos(x)),))
"
tensorflow.compiler.tf2xla.python.xla.call_module,code_execution,True,0.0,0.0,0.0,0.0003,1.0,"  }
}
"""""")
      return xla.call_module([x], version=version,
                             module=module,
                             Tout=[res.dtype],
                             Sout=[res.shape],
                             platforms=[self.testing_platform()],)

    self._assertOpOutputMatchesExpected(f, (x,), (res,))
"
tensorflow.compiler.tf2xla.python.xla.call_module,code_execution,True,0.0,0.0,0.0,0.0003,1.0,"  }
}
"""""")
      return xla.call_module([x, y], version=version,
                             module=module,
                             Tout=[x.dtype, y.dtype],
                             Sout=[x.shape, y.shape],
                             platforms=[self.testing_platform()],)

    self._assertOpOutputMatchesExpected(f, (x, y), (np.sin(x), np.cos(y)))
"
tensorflow.compiler.tf2xla.python.xla.call_module,code_execution,True,0.0,0.0,0.0,0.0003,1.0,"  }}
}}
"""""")
      return xla.call_module([x],
                             module=module, version=version,
                             Tout=[x.dtype, np.int32],
                             Sout=[(None, 3), ()],
                             platforms=[self.testing_platform()],)

    self._assertOpOutputMatchesExpected(f, (x,), (np.sin(x), x.shape[1]))
"
tensorflow.compiler.tf2xla.python.xla.call_module,code_execution,True,0.0,0.0,0.0,0.0001,1.0,""""""")

    def f(x, y):
      return xla.call_module(
          [x, y],
          module=module,
          version=version,
          Tout=[x.dtype],
          Sout=[(None, 2)],
          platforms=[self.testing_platform()],
      )

    self._assertOpOutputMatchesExpected(f, (x, y), (x,))
"
tensorflow.compiler.tf2xla.python.xla.call_module,code_execution,True,0.0,0.0,0.0,0.0003,1.0,"
    platforms = ['CPU', 'CUDA', 'ROCM', 'TPU']
    def f(x):
      return xla.call_module([x], version=version,
                             module=module,
                             Tout=[np.float32],
                             Sout=[()],
                             platforms=platforms)

    expected_value = (
        x + dict(CPU=2.0, CUDA=3.0, ROCM=3.0, TPU=4.0)[self.testing_platform()]"
tensorflow.compiler.tf2xla.python.xla.call_module,code_execution,True,0.0,0.0,0.0,0.0003,1.0,"
    platforms = ['CPU', 'CUDA', 'TPU', 'ROCM']
    def f(x):
      return xla.call_module([x], version=version,
                             module=module,
                             Tout=[np.float32],
                             Sout=[()],
                             platforms=platforms)

    expected_value = (
        x + dict(CPU=2.0, CUDA=3.0, TPU=4.0)[self.testing_platform()]"
